# Menlo Systems GmbH ScanControl
# Program Version 1.7.0+git.a90605a3
# Start: -720.00000000 ps, Average over 2000 waveforms. Timestamp: 2023-11-08T14:59:12
# Window type: Tukey, parameters: alpha = 0.1
# User time axis shift: 0 ps
# Time axis offset: 0 ps
# Time [ps]	THz Signal [a.u.]
-695.34936324	0.04724418
-695.31603003	0.01743220
-695.28269682	-0.01331824
-695.24936362	-0.04226626
-695.21603041	-0.06678760
-695.18269720	-0.08515612
-695.14936399	-0.09581147
-695.11603079	-0.09813190
-695.08269758	-0.09178119
-695.04936437	-0.07717174
-695.01603116	-0.05633473
-694.98269796	-0.03187717
-694.94936475	-0.00724860
-694.91603154	0.01477258
-694.88269833	0.03229860
-694.84936513	0.04427424
-694.81603192	0.05024166
-694.78269871	0.04997291
-694.74936551	0.04424343
-694.71603230	0.03483174
-694.68269909	0.02341813
-694.64936588	0.01160415
-694.61603268	0.00025617
-694.58269947	-0.01066503
-694.54936626	-0.02045038
-694.51603305	-0.02784368
-694.48269985	-0.03195293
-694.44936664	-0.03251141
-694.41603343	-0.03057613
-694.38270022	-0.02701876
-694.34936702	-0.02257336
-694.31603381	-0.01720650
-694.28270060	-0.01112657
-694.24936740	-0.00558806
-694.21603419	-0.00151707
-694.18270098	0.00064894
-694.14936777	0.00163302
-694.11603457	0.00257004
-694.08270136	0.00347277
-694.04936815	0.00426249
-694.01603494	0.00402087
-693.98270174	0.00271051
-693.94936853	0.00068003
-693.91603532	-0.00187423
-693.88270212	-0.00493702
-693.84936891	-0.00814412
-693.81603570	-0.01101129
-693.78270249	-0.01234285
-693.74936929	-0.01189838
-693.71603608	-0.01061359
-693.68270287	-0.00978379
-693.64936966	-0.00992641
-693.61603646	-0.01091547
-693.58270325	-0.01235447
-693.54937004	-0.01422492
-693.51603683	-0.01756055
-693.48270363	-0.02302130
-693.44937042	-0.02999898
-693.41603721	-0.03742438
-693.38270401	-0.04390790
-693.34937080	-0.04863883
-693.31603759	-0.05077800
-693.28270438	-0.04944161
-693.24937118	-0.04448326
-693.21603797	-0.03617531
-693.18270476	-0.02520553
-693.14937155	-0.01185153
-693.11603835	0.00331737
-693.08270514	0.01985057
-693.04937193	0.03691950
-693.01603873	0.05262263
-692.98270552	0.06547964
-692.94937231	0.07422018
-692.91603910	0.07810550
-692.88270590	0.07657932
-692.84937269	0.06966560
-692.81603948	0.05828129
-692.78270627	0.04361313
-692.74937307	0.02739140
-692.71603986	0.01072798
-692.68270665	-0.00538748
-692.64937344	-0.01987309
-692.61604024	-0.03173238
-692.58270703	-0.04033162
-692.54937382	-0.04609794
-692.51604062	-0.04942505
-692.48270741	-0.05050138
-692.44937420	-0.05005442
-692.41604099	-0.04877632
-692.38270779	-0.04813399
-692.34937458	-0.04873660
-692.31604137	-0.05085635
-692.28270816	-0.05387344
-692.24937496	-0.05683320
-692.21604175	-0.05965786
-692.18270854	-0.06209458
-692.14937534	-0.06374791
-692.11604213	-0.06399474
-692.08270892	-0.06251660
-692.04937571	-0.05939202
-692.01604251	-0.05515354
-691.98270930	-0.04993572
-691.94937609	-0.04367682
-691.91604288	-0.03682509
-691.88270968	-0.03026515
-691.84937647	-0.02433198
-691.81604326	-0.01898577
-691.78271005	-0.01401541
-691.74937685	-0.00910040
-691.71604364	-0.00463845
-691.68271043	-0.00101061
-691.64937723	0.00187364
-691.61604402	0.00411122
-691.58271081	0.00557420
-691.54937760	0.00612803
-691.51604440	0.00562762
-691.48271119	0.00420675
-691.44937798	0.00212359
-691.41604477	0.00018177
-691.38271157	-0.00098896
-691.34937836	-0.00087548
-691.31604515	0.00046076
-691.28271195	0.00292746
-691.24937874	0.00544821
-691.21604553	0.00689168
-691.18271232	0.00622363
-691.14937912	0.00321208
-691.11604591	-0.00199649
-691.08271270	-0.00833616
-691.04937949	-0.01505844
-691.01604629	-0.02145727
-690.98271308	-0.02686218
-690.94937987	-0.03158174
-690.91604666	-0.03519592
-690.88271346	-0.03759619
-690.84938025	-0.03875180
-690.81604704	-0.03857208
-690.78271384	-0.03687049
-690.74938063	-0.03374793
-690.71604742	-0.02924564
-690.68271421	-0.02399859
-690.64938101	-0.01809842
-690.61604780	-0.01249036
-690.58271459	-0.00702699
-690.54938138	-0.00201739
-690.51604818	0.00233060
-690.48271497	0.00544345
-690.44938176	0.00714249
-690.41604855	0.00739793
-690.38271535	0.00686847
-690.34938214	0.00626047
-690.31604893	0.00622734
-690.28271573	0.00766443
-690.24938252	0.01030234
-690.21604931	0.01346875
-690.18271610	0.01639016
-690.14938290	0.01769550
-690.11604969	0.01735307
-690.08271648	0.01540750
-690.04938327	0.01271365
-690.01605007	0.01011642
-689.98271686	0.00784534
-689.94938365	0.00602801
-689.91605045	0.00444625
-689.88271724	0.00296412
-689.84938403	0.00165550
-689.81605082	0.00092163
-689.78271762	0.00096016
-689.74938441	0.00207077
-689.71605120	0.00426225
-689.68271799	0.00700789
-689.64938479	0.00974349
-689.61605158	0.01211918
-689.58271837	0.01430194
-689.54938516	0.01632647
-689.51605196	0.01852410
-689.48271875	0.02107338
-689.44938554	0.02383911
-689.41605234	0.02618050
-689.38271913	0.02762268
-689.34938592	0.02741668
-689.31605271	0.02533396
-689.28271951	0.02160354
-689.24938630	0.01649953
-689.21605309	0.01111366
-689.18271988	0.00597328
-689.14938668	0.00208930
-689.11605347	0.00008667
-689.08272026	0.00019936
-689.04938706	0.00237468
-689.01605385	0.00618569
-688.98272064	0.01124614
-688.94938743	0.01705717
-688.91605423	0.02335329
-688.88272102	0.02969503
-688.84938781	0.03571363
-688.81605460	0.04098685
-688.78272140	0.04579304
-688.74938819	0.05031450
-688.71605498	0.05458606
-688.68272177	0.05850693
-688.64938857	0.06107951
-688.61605536	0.06167928
-688.58272215	0.05880844
-688.54938895	0.05173022
-688.51605574	0.03989246
-688.48272253	0.02280148
-688.44938932	0.00090775
-688.41605612	-0.02558596
-688.38272291	-0.05601592
-688.34938970	-0.09023761
-688.31605649	-0.12776625
-688.28272329	-0.16735459
-688.24939008	-0.20707349
-688.21605687	-0.24343847
-688.18272367	-0.27216127
-688.14939046	-0.28844693
-688.11605725	-0.28874356
-688.08272404	-0.27055002
-688.04939084	-0.23424070
-688.01605763	-0.18255617
-687.98272442	-0.12024152
-687.94939121	-0.05283935
-687.91605801	0.01390511
-687.88272480	0.07497620
-687.84939159	0.12615972
-687.81605838	0.16500737
-687.78272518	0.19024029
-687.74939197	0.20202060
-687.71605876	0.20140208
-687.68272556	0.18995746
-687.64939235	0.16938106
-687.61605914	0.14166248
-687.58272593	0.10890606
-687.54939273	0.07408300
-687.51605952	0.03974836
-687.48272631	0.00903965
-687.44939310	-0.01537817
-687.41605990	-0.03216141
-687.38272669	-0.04129274
-687.34939348	-0.04341445
-687.31606028	-0.04008601
-687.28272707	-0.03309388
-687.24939386	-0.02391997
-687.21606065	-0.01386330
-687.18272745	-0.00424580
-687.14939424	0.00402465
-687.11606103	0.01014408
-687.08272782	0.01350262
-687.04939462	0.01419272
-687.01606141	0.01254146
