# Menlo Systems GmbH ScanControl
# Program Version 1.7.0+git.a90605a3
# Start: -695.40000000 ps, Average over 5000 waveforms. Timestamp: 2023-10-25T15:05:04
# Window type: Tukey, parameters: alpha = 0.1
# User time axis shift: 0 ps
# Time axis offset: 0 ps
# Time [ps]	THz Signal [a.u.]
-671.65001974	-0.01992900
-671.61668624	-0.01936815
-671.58335274	-0.01765463
-671.55001924	-0.01501940
-671.51668574	-0.01193856
-671.48335224	-0.00920840
-671.45001874	-0.00724858
-671.41668524	-0.00577801
-671.38335174	-0.00473567
-671.35001824	-0.00361015
-671.31668474	-0.00215030
-671.28335124	-0.00024692
-671.25001774	0.00198533
-671.21668424	0.00475359
-671.18335074	0.00797884
-671.15001724	0.01183004
-671.11668374	0.01608597
-671.08335024	0.02030841
-671.05001674	0.02393599
-671.01668324	0.02646118
-670.98334974	0.02742762
-670.95001624	0.02652290
-670.91668274	0.02373002
-670.88334924	0.01960492
-670.85001574	0.01434645
-670.81668224	0.00885188
-670.78334874	0.00366589
-670.75001524	-0.00042838
-670.71668174	-0.00312599
-670.68334824	-0.00446806
-670.65001474	-0.00464804
-670.61668124	-0.00404683
-670.58334774	-0.00292320
-670.55001424	-0.00126763
-670.51668074	0.00139202
-670.48334724	0.00502468
-670.45001374	0.00977461
-670.41668024	0.01521362
-670.38334674	0.02034244
-670.35001324	0.02428189
-670.31667975	0.02639879
-670.28334625	0.02598840
-670.25001275	0.02316941
-670.21667925	0.01819763
-670.18334575	0.01164461
-670.15001225	0.00415472
-670.11667875	-0.00347087
-670.08334525	-0.01036554
-670.05001175	-0.01601013
-670.01667825	-0.02007877
-669.98334475	-0.02213866
-669.95001125	-0.02220527
-669.91667775	-0.02061956
-669.88334425	-0.01789645
-669.85001075	-0.01457658
-669.81667725	-0.01120044
-669.78334375	-0.00801375
-669.75001025	-0.00514351
-669.71667675	-0.00236912
-669.68334325	0.00064016
-669.65000975	0.00395278
-669.61667625	0.00737401
-669.58334275	0.01066212
-669.55000925	0.01340091
-669.51667575	0.01536743
-669.48334225	0.01664692
-669.45000875	0.01741231
-669.41667525	0.01789673
-669.38334175	0.01808719
-669.35000825	0.01774970
-669.31667475	0.01690515
-669.28334125	0.01551363
-669.25000775	0.01347718
-669.21667425	0.01107333
-669.18334075	0.00838838
-669.15000725	0.00556466
-669.11667375	0.00257879
-669.08334025	-0.00074472
-669.05000675	-0.00424823
-669.01667325	-0.00768782
-668.98333975	-0.01092123
-668.95000625	-0.01352045
-668.91667275	-0.01521835
-668.88333925	-0.01582511
-668.85000575	-0.01540116
-668.81667225	-0.01372818
-668.78333875	-0.01083333
-668.75000525	-0.00667236
-668.71667175	-0.00145761
-668.68333825	0.00437447
-668.65000475	0.01037144
-668.61667125	0.01561773
-668.58333775	0.01968802
-668.55000425	0.02213644
-668.51667075	0.02298838
-668.48333725	0.02231670
-668.45000375	0.02025980
-668.41667025	0.01694432
-668.38333675	0.01264783
-668.35000325	0.00762539
-668.31666975	0.00237664
-668.28333625	-0.00237718
-668.25000275	-0.00609285
-668.21666926	-0.00829887
-668.18333576	-0.00894735
-668.15000226	-0.00836160
-668.11666876	-0.00673337
-668.08333526	-0.00436718
-668.05000176	-0.00138894
-668.01666826	0.00198775
-667.98333476	0.00552806
-667.95000126	0.00889309
-667.91666776	0.01168909
-667.88333426	0.01349769
-667.85000076	0.01413034
-667.81666726	0.01390501
-667.78333376	0.01292603
-667.75000026	0.01183090
-667.71666676	0.01110664
-667.68333326	0.01085249
-667.64999976	0.01113023
-667.61666626	0.01184485
-667.58333276	0.01260428
-667.54999926	0.01323147
-667.51666576	0.01338129
-667.48333226	0.01319538
-667.44999876	0.01292136
-667.41666526	0.01250568
-667.38333176	0.01206088
-667.34999826	0.01139789
-667.31666476	0.01010806
-667.28333126	0.00796001
-667.24999776	0.00495494
-667.21666426	0.00146830
-667.18333076	-0.00187193
-667.14999726	-0.00419068
-667.11666376	-0.00544533
-667.08333026	-0.00531684
-667.04999676	-0.00418978
-667.01666326	-0.00246995
-666.98332976	-0.00033501
-666.94999626	0.00239303
-666.91666276	0.00607415
-666.88332926	0.01063851
-666.84999576	0.01606279
-666.81666226	0.02138106
-666.78332876	0.02575460
-666.74999526	0.02836214
-666.71666176	0.02876794
-666.68332826	0.02696376
-666.64999476	0.02322068
-666.61666126	0.01820167
-666.58332776	0.01247207
-666.54999426	0.00627936
-666.51666076	0.00049744
-666.48332726	-0.00475440
-666.44999376	-0.00910604
-666.41666026	-0.01226871
-666.38332676	-0.01379552
-666.34999326	-0.01337639
-666.31665976	-0.01106186
-666.28332626	-0.00743509
-666.24999276	-0.00310059
-666.21665926	0.00121547
-666.18332576	0.00487117
-666.14999226	0.00778030
-666.11665877	0.00975005
-666.08332527	0.01084740
-666.04999177	0.01083045
-666.01665827	0.00964892
-665.98332477	0.00723040
-665.94999127	0.00375885
-665.91665777	-0.00015186
-665.88332427	-0.00366863
-665.84999077	-0.00600044
-665.81665727	-0.00664295
-665.78332377	-0.00551110
-665.74999027	-0.00320271
-665.71665677	-0.00029651
-665.68332327	0.00231560
-665.64998977	0.00402749
-665.61665627	0.00475116
-665.58332277	0.00461796
-665.54998927	0.00397487
-665.51665577	0.00331658
-665.48332227	0.00269509
-665.44998877	0.00230525
-665.41665527	0.00223227
-665.38332177	0.00239422
-665.34998827	0.00251209
-665.31665477	0.00257479
-665.28332127	0.00235934
-665.24998777	0.00192462
-665.21665427	0.00155335
-665.18332077	0.00157897
-665.14998727	0.00214982
-665.11665377	0.00343115
-665.08332027	0.00505457
-665.04998677	0.00683380
-665.01665327	0.00843775
-664.98331977	0.00960561
-664.94998627	0.01018449
-664.91665277	0.01002315
-664.88331927	0.00888284
-664.84998577	0.00680777
-664.81665227	0.00399980
-664.78331877	0.00102387
-664.74998527	-0.00141054
-664.71665177	-0.00271432
-664.68331827	-0.00256779
-664.64998477	-0.00123397
-664.61665127	0.00077823
-664.58331777	0.00273316
-664.54998427	0.00419738
-664.51665077	0.00512670
-664.48331727	0.00583728
-664.44998377	0.00658258
-664.41665027	0.00754909
-664.38331677	0.00848271
-664.34998327	0.00915489
-664.31664977	0.00904047
-664.28331627	0.00789353
-664.24998277	0.00607911
-664.21664927	0.00381784
-664.18331577	0.00157442
-664.14998227	-0.00056738
-664.11664877	-0.00231217
-664.08331527	-0.00359553
-664.04998177	-0.00426127
-664.01664828	-0.00427783
-663.98331478	-0.00351583
-663.94998128	-0.00214360
-663.91664778	-0.00042039
-663.88331428	0.00127921
-663.84998078	0.00266008
-663.81664728	0.00351841
-663.78331378	0.00375801
-663.74998028	0.00357769
-663.71664678	0.00326006
-663.68331328	0.00281003
-663.64997978	0.00257802
-663.61664628	0.00272063
-663.58331278	0.00325869
-663.54997928	0.00412791
-663.51664578	0.00515883
-663.48331228	0.00622641
-663.44997878	0.00754713
-663.41664528	0.00901535
-663.38331178	0.01079094
-663.34997828	0.01271873
-663.31664478	0.01464327
-663.28331128	0.01623835
-663.24997778	0.01735919
-663.21664428	0.01800115
-663.18331078	0.01818265
-663.14997728	0.01810001
-663.11664378	0.01761273
-663.08331028	0.01638517
-663.04997678	0.01437290
-663.01664328	0.01154361
-662.98330978	0.00834567
-662.94997628	0.00521368
-662.91664278	0.00265251
-662.88330928	0.00073985
-662.84997578	-0.00017897
-662.81664228	-0.00019362
-662.78330878	0.00077062
-662.74997528	0.00251318
-662.71664178	0.00473964
-662.68330828	0.00709363
-662.64997478	0.00876979
-662.61664128	0.00928075
-662.58330778	0.00833527
-662.54997428	0.00611854
-662.51664078	0.00312552
-662.48330728	0.00011095
-662.44997378	-0.00240106
-662.41664028	-0.00412590
-662.38330678	-0.00510566
-662.34997328	-0.00557783
-662.31663978	-0.00571071
-662.28330628	-0.00545029
-662.24997278	-0.00501804
-662.21663928	-0.00405135
-662.18330578	-0.00271886
-662.14997228	-0.00099934
-662.11663878	0.00113692
