# Menlo Systems GmbH ScanControl
# Program Version 1.7.0+git.a90605a3
# Start: -710.00000000 ps, Average over 5000 waveforms. Timestamp: 2023-11-21T14:56:41
# Window type: Tukey, parameters: alpha = 0.1
# User time axis shift: 0 ps
# Time axis offset: 0 ps
# Time [ps]	THz Signal [a.u.]
-693.21620059	-0.00248461
-693.18286726	-0.00229144
-693.14953392	-0.00206890
-693.11620059	-0.00175723
-693.08286726	-0.00150255
-693.04953392	-0.00119271
-693.01620059	-0.00094256
-692.98286726	-0.00068491
-692.94953393	-0.00050014
-692.91620059	-0.00033105
-692.88286726	-0.00011000
-692.84953393	0.00010136
-692.81620059	0.00018447
-692.78286726	0.00028273
-692.74953393	0.00043946
-692.71620059	0.00054263
-692.68286726	0.00051592
-692.64953393	0.00054191
-692.61620059	0.00051123
-692.58286726	0.00041203
-692.54953393	0.00037603
-692.51620060	0.00021143
-692.48286726	-0.00008573
-692.44953393	-0.00034749
-692.41620060	-0.00063213
-692.38286726	-0.00108983
-692.34953393	-0.00149075
-692.31620060	-0.00203369
-692.28286726	-0.00264228
-692.24953393	-0.00328762
-692.21620060	-0.00387080
-692.18286726	-0.00454471
-692.14953393	-0.00527537
-692.11620060	-0.00587599
-692.08286727	-0.00648203
-692.04953393	-0.00695314
-692.01620060	-0.00739207
-691.98286727	-0.00763281
-691.94953393	-0.00773003
-691.91620060	-0.00777205
-691.88286727	-0.00753615
-691.84953393	-0.00712211
-691.81620060	-0.00646868
-691.78286727	-0.00555524
-691.74953394	-0.00448472
-691.71620060	-0.00315502
-691.68286727	-0.00159398
-691.64953394	0.00023891
-691.61620060	0.00227572
-691.58286727	0.00455179
-691.54953394	0.00701508
-691.51620060	0.00980786
-691.48286727	0.01261743
-691.44953394	0.01563773
-691.41620060	0.01885627
-691.38286727	0.02216448
-691.34953394	0.02560762
-691.31620061	0.02915640
-691.28286727	0.03266415
-691.24953394	0.03626288
-691.21620061	0.03974867
-691.18286727	0.04322428
-691.14953394	0.04652184
-691.11620061	0.04964822
-691.08286727	0.05256344
-691.04953394	0.05510350
